name,address,rating,user_ratings_total,place_id,types,taluka,latitude,longitude,Unnamed: 9,Unnamed: 10,categories
"St. Cajetan Church, Goa","GW48+62M, Old Goa, Goa 403402, India",4.6,860.0,ChIJPzptf4u-vzsRYl7FhM9LGJc,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5055969,73.9150423,,,"['historical', 'religious']"
Natures Nest Goa,"Surla, Sakvorde, Darbandora, Goa 403406, India",4.6,842.0,ChIJIb7U4nKxvzsRLDNZYl4vVY4,"travel_agency, lodging, restaurant, point_of_interest, food, establishment",Sanguem,15.410787,74.2005296,,,"['food', 'nature']"
Dudhsagara Waterfall Camp Site,"Sonauli, Goa 403410, India",4.6,573.0,ChIJaxzmhv8DvzsRKsGgRYDJeIs,"park, tourist_attraction, point_of_interest, establishment",Sanguem,15.3126988,74.3143903,,,['nature']
Backwaters Palolem,"Canacona, Goa 403702, India",4.6,473.0,ChIJ60HZJlpFvjsRKWwSX-EWbsQ,"tourist_attraction, point_of_interest, establishment,viewpoint,nature",Canacona,15.0135625,74.0163125,,,"['nature', 'scenic']"
Tambdi Surla Waterfalls,"Surla, Goa 403406, India",4.6,460.0,ChIJBaXfv4oIvzsRw_tzqN9h6gs,"tourist_attraction, park, point_of_interest, establishment,waterfall,nature",Dharbandora,15.4564974,74.2713281,,,['nature']
Mandovi Riverfront Promenade,"FRR6+2V7, Miramar, Panaji, Goa 403001, India",4.6,338.0,ChIJC8XwgWvBvzsR85cREdXYWLU,"park, point_of_interest, establishment",Tiswadi (Panaji),15.4900268,73.8121598,,,['nature']
Vagator Hill View,"Chapora Fort Trail, Vagator, Goa 403509, India",4.6,320.0,ChIJNb7bl2jpvzsRQJxMZFXA3vo,"park, point_of_interest, establishment",Bardez (Mapusa),15.6009571,73.7342742,,,"['fort', 'historical', 'nature', 'scenic']"
Sinquerim Fort view Point,"FQX7+2XG, Below Taj holiday village Sinquerim, beach, Aguada Fort Area, Candolim, Goa 403515, India",4.6,308.0,ChIJTYvlxXfBvzsRoLIpck2UZqE,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.4975629,73.7649449,,,"['beaches', 'fort', 'historical', 'scenic']"
Relics Of St. Francis Xavier,"GW26+8M8, Old Goa Road, Old Goa, Goa 403402, India",4.6,283.0,ChIJ3VHkufK-vzsR-qTYDyPRyq4,"tourist_attraction, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5007713,73.9116972,,,['historical']
Sanvordem Waterfall,"G5HX+98Q, Unnamed Road, Valpoy, Goa 403506, India",4.6,226.0,ChIJ8XYOdVGhvzsRnf64_pJO3Hg,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.5284625,74.1983594,,,['nature']
"Shri Swami Samarth, Temple","Audumbar nagar, 7XGP+34V, Samarth gad, Samarth Gad Rd, Housing Board, Rumdamol, Davorlim, Goa 403601, India",4.6,221.0,ChIJZRo9BTOyvzsR5lHY7xVsHLU,"hindu_temple, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.275234,73.9853048,,,"['nature', 'nightlife', 'religious']"
Churches and Convents of Goa,"GW26+WPJ, Old Goa, Goa 403402, India",4.6,218.0,ChIJuYbOebq_vzsR4EdqL-jhF2E,"point_of_interest, establishment,religious",Salcete (Margao),15.5023377,73.9117653,,,"['historical', 'religious']"
Archbishop's Palace,"FRRG+QF7, Altinho, Panaji, Goa 403001, India",4.6,201.0,ChIJK7CL6JHAvzsRcYYIaKrhVJw,"point_of_interest, establishment",Tiswadi (Panaji),15.491944,73.8261593,,,['historical']
St. Michael Archangel Church,"6XC4+7XM, Orlim Bridge, Orlim, Goa 403724, India",4.6,151.0,ChIJ2Vmq7WqzvzsRMvABwbVSGcg,"church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.2208114,73.957465,,,"['historical', 'religious']"
Surla Falls Top Viewpoint,"M5GP+2CV Waterfalls, Surla, Goa 403506, India",4.6,113.0,ChIJbx14DROdvzsRv_-dx1ZPSxk,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6751174,74.1860581,,,"['nature', 'scenic']"
Convent of Santa Monica and The Chapel of The Weeping Cross,"GW24+CXQ Monte Santo, Old Goa, Goa 403402, India",4.6,111.0,ChIJ1TGrOvK-vzsR97M1pNwn4yY,"tourist_attraction, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5009908,73.9073793,,,"['historical', 'religious']"
Kalasa Waterfalls- (Kanakumbhi),"M5HQ+VQG, Huland, Surla, Goa 403506, India",4.6,79.0,ChIJ6a8yqP-dvzsRjqV4h82y6eM,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.6796863,74.1894387,,,['nature']
Main Altar Of Church Of St. Augustine,"GW24+483, Old Goa, Goa 403402, India",4.6,48.0,ChIJXRkP7vG-vzsR4oOh-TTs0Zw,"point_of_interest, establishment",Salcete (Margao),15.5002558,73.9057977,,,"['historical', 'religious']"
Salvador Do Mundo - Wetlands,"GVH4+3JF, Betim–Penha de Franca–Pomburpa, Aldona Soddo Rd, Quitula, Salvador du Mundu, Goa 403101, India",4.6,45.0,ChIJj9u39x2_vzsRlV6-GyV6fYM,"park, point_of_interest, establishment",Sattari (Valpoi),15.5276975,73.8565467,,,['nature']
Archdiocese of Goa & Daman,"Archbishop's House, Altinho, Panaji",4.6,33.0,ChIJUaDp2fK-vzsR-hP5gyIRAOc,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.4917463,73.826237,,,"['historical', 'nature', 'religious']"
Valpoi,"G4H4+8W, Pissurle, Valpoy, Goa 403506, India",4.6,27.0,ChIJrxosfsKjvzsRH8AQ3XdfQZc,"park, point_of_interest, establishment",Sattari (Valpoi),15.5283597,74.1072846,,,['nature']
Dr.Sophia Waterfall pond,"964V+3Q, Kolem, Goa 403410, India",4.6,24.0,ChIJ8aHyumgHvzsRlxtGSwzs1yA,"tourist_attraction, point_of_interest, establishment",Sanguem,15.355223,74.2444893,,,['nature']
DONGARPAL WATERFALL,"QVHW+XMW, Dongarpal",4.6,22.0,ChIJS72uZq-NvzsRT4aeUdjuuH0,"tourist_attraction, point_of_interest, establishment",Pernem,15.7799988,73.8967091,,,['nature']
Ruins of Lakshmi Narayana Swamy Temple,"452V+P96, Vichundrem, Digali, Goa 403704, India",4.6,21.0,ChIJl5gSxGpWvjsRoE1V_M81zJk,"hindu_temple, place_of_worship, point_of_interest, establishment",Sanguem,15.1017751,74.1933999,,,"['historical', 'religious']"
Aai Waterfall,"342J+63C, Gaundongren, Goa 403702, India",4.6,19.0,ChIJwRihDD5XvjsRz2DsLdu_FIE,"tourist_attraction, point_of_interest, establishment, waterfall, scenic, adventure, peaceful",Sanguem,15.0505657,74.1301421,,,"['adventure', 'nature', 'peaceful', 'scenic']"
Farmagudi Fort,"CX7Q+2PW, NH 4A, Donshiwado, Ponda, Bandiwada, Goa 403401, India",4.6,18.0,ChIJ__-_zvC6vzsRSPY1enbIgUw,"point_of_interest, establishment",Ponda,15.412509,73.9891553,,,"['fort', 'historical']"
Royal Chapel of St. Anthony,"Royal Chapel of St Antony, Old Goa, Goa 403402, India",4.6,16.0,ChIJ4TTwkvG-vzsR_nQNomX0_H8,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5006988,73.9056926,,,"['historical', 'religious']"
Satrem Second Waterfall,"J6MV+2XP, Nagargaon, Goa 403506, India",4.6,11.0,ChIJtxLV4vh1vzsRgfmn086OG64,"park, point_of_interest, establishment",Sattari (Valpoi),15.6325999,74.2449393,,,['nature']
"Indian National Flag, Aguada Fort","FQVF+6JF, Fort Aguada Rd, Aguada Fort Area, Candolim, Goa 403515, India",4.6,10.0,ChIJWwq-JwDBvzsRBcwj98mY6D0,"point_of_interest, establishment",Bardez (Mapusa),15.4929398,73.774347,,,"['fort', 'historical']"
Condy Fort,"6XGC+MPX, Sirlim, Devsua, Goa 403725, India",4.6,8.0,ChIJUdbhLgCzvzsRX99wRRZe8D0,"point_of_interest, establishment",Salcete (Margao),15.2265769,73.9720064,,,"['fort', 'historical']"
Vaiginim Waterfall and village,"H6QJ+32C, Nanode, Vayangani, Goa 403506, India",4.6,7.0,ChIJI4RwsfF1vzsRIlEsBYBz_hA,"tourist_attraction, point_of_interest, establishment, cultural, waterfall, village, scenic",Sattari (Valpoi),15.5876926,74.2300051,,,"['nature', 'scenic']"
Jacuzzi water falls,"9VC6+2X4, Verna, Dabolim, Goa 403806, India",4.6,7.0,ChIJNTs4EAC3vzsRd061I-_lnpQ,"tourist_attraction, point_of_interest, establishment",Mormugao (Vasco),15.3700157,73.8624576,,,['nature']
Kalasa Waterfalls,"M5HQ+JW, Surla, Goa 403506, India",4.6,5.0,ChIJl8NnUwWdvzsRe0t2Xrkrti8,"tourist_attraction, point_of_interest, establishment, waterfall, scenic, peaceful",Sattari (Valpoi),15.6790625,74.1898125,,,"['nature', 'peaceful', 'scenic']"
Basilica of Bom Jesus,"Old Goa Road, Old Goa, Goa 403402, India",4.5,66043.0,ChIJiQKbufK-vzsRuKcVn2hWgB4,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,historical,religious",Salcete (Margao),15.5008429,73.9114097,,,"['historical', 'religious']"
Sinquerim Fort,"FQX8+9GH, Candolim, Goa, India",4.5,18599.0,ChIJ2SyWw3XBvzsREmaXkve8H78,"tourist_attraction, point_of_interest, establishment,fort,historical",Bardez (Mapusa),15.4984466,73.7663559,,,"['fort', 'historical']"
Se Cathedral,"Old Goa, Goa 403402, India",4.5,6710.0,ChIJE0a0LfO-vzsR8JyKJEBHTMk,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Salcete (Margao),15.5035996,73.9122204,,,"['historical', 'religious']"
Majorda Beach,"Majorda Beach, Goa, India",4.5,6217.0,ChIJg8LF7u22vzsR2c7E-5SsnVs,"natural_feature, establishment, beach, peaceful, scenic, photography, relaxation",Salcete (Margao),15.3111553,73.9018114,,,"['beaches', 'peaceful', 'photography', 'relaxation', 'scenic']"
Butterfly Beach,"Butterfly Beach, Devalkajjan, Goa 403702, India",4.5,5209.0,ChIJ8YfoFopPvjsRJzVErf5JQok,"natural_feature, establishment",Canacona,15.0196019,74.001647,,,"['beaches', 'nature']"
Church of St. Francis of Assisi,"Off National Highway 4, Old Goa, Goa 403402, India",4.5,4807.0,ChIJ78JjO_O-vzsRRzk9_PvVgE0,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Salcete (Margao),15.5030158,73.911237,,,"['historical', 'religious']"
St. Augustine Tower,"Church of St. Augustine Ruins, Old Goa, Goa 403402, India",4.5,3868.0,ChIJ7YKn9fG-vzsRqG6gJbaQxPs,"tourist_attraction, point_of_interest, establishment,viewpoint,historical,religious",Salcete (Margao),15.5005094,73.9064616,,,"['historical', 'religious', 'scenic']"
Salaulim Dam,"Kurdi, Ugem, Goa 403704, India",4.5,3800.0,ChIJh8I8MtOqvzsRWk2SI90FBNg,"tourist_attraction, point_of_interest, establishment,viewpoint,nature",Salcete (Margao),15.2127043,74.1788677,,,"['nature', 'scenic']"
"Sernabatim Beach, Colva","7W78+GQP, Colva, Benaulim, Goa 403708, India",4.5,2513.0,ChIJLVsgjRS0vzsRQl0jQVGvgJI,"tourist_attraction, point_of_interest, establishment, beach, relaxation, scenic, photography, peaceful",Salcete (Margao),15.2638375,73.9169531,,,"['beaches', 'peaceful', 'photography', 'relaxation', 'scenic']"
Ozran Beach,"Ozran Beach, Anjuna, Goa, India",4.5,2262.0,ChIJuyzTNnfpvzsRbeKRVdrY7wo,"natural_feature, establishment, beach, relaxation, scenic, nightlife",Bardez (Mapusa),15.593719,73.7344677,,,"['beaches', 'nightlife', 'relaxation', 'scenic']"
Wildernest Nature Resort,"off Sankhali, Ghats, Chorla, Charavade, Goa 416512, India",4.5,2005.0,ChIJi3KUwlGZvzsRnj5X9TJEyHs,"lodging, point_of_interest, establishment",Sattari (Valpoi),15.6497778,74.1150948,,,['nature']
Butterfly Beach Goa,"2292+RMJ, Butterfly Beach Rd, Devalkajjan, Goa 403702, India",4.5,2000.0,ChIJe86NrwdPvjsRFvqcDwHvsqk,"tourist_attraction, point_of_interest, establishment,beach,nature",Canacona,15.0195801,74.001638,,,"['beaches', 'nature']"
Our Lady of Grace Church,"7XF5+9HM, Isidorio Baptista Rd, Pajifond, Madgaon, Goa 403601, India",4.5,1560.0,ChIJLZPlLeizvzsRtDw4-0Z1nns,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Salcete (Margao),15.273472,73.958916,,,"['historical', 'religious']"
Kaurati's Caves,"Unnamed Road, Aguada Fort Area, Candolim, Goa 403515, India",4.5,1204.0,ChIJnRktZeLBvzsR0FO3uIXpDqk,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.4942477,73.7666941,,,"['fort', 'historical']"
Salaulim Garden,"657H+RFG, Kurdi, Ugem, Goa 403704, India",4.5,1202.0,ChIJGY0GDtOqvzsR_js0g5JUddQ,"tourist_attraction, park, point_of_interest, establishment",Salcete (Margao),15.2145589,74.1786934,,,['nature']
"Our Lady of Good Hope Church, Candolim","GQ9G+5WW, Candolim, Goa 403511, India",4.5,655.0,ChIJj8rE_7vBvzsRoMEWGV1J-Nc,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Tiswadi (Panaji),15.5179909,73.777324,,,"['historical', 'religious']"
Aguada Rocky Beach,"Aguada Rocky Beach, Unnamed Rd, Aguada Fort Area, Candolim, Goa 403515, India",4.5,626.0,ChIJFWX6VHLBvzsRrtY68GrdDNA,"natural_feature, establishment",Bardez (Mapusa),15.4916426,73.7681518,,,"['beaches', 'fort', 'historical']"
The Figueiredo Mansion,"Loutolim, Goa 403718, India",4.5,587.0,ChIJl4dvbvewvzsRIpK7JrHcKrI,"museum, lodging, point_of_interest, establishment",Salcete (Margao),15.3464604,73.979126,,,['historical']
Pebbles Beach,"3WPC+MVG, Kola, Canaguinim, Goa 403703, India",4.5,572.0,ChIJnTm8NW1JvjsRxn2viLfxvko,"tourist_attraction, park, point_of_interest, establishment, beach, peaceful, scenic, photography, relaxation",Canacona,15.0866772,73.9222132,,,"['beaches', 'nature', 'peaceful', 'photography', 'relaxation', 'scenic']"
"St. Lawrence's Church, Sinquerim","FQVJ+HQ8, Aguada - Siolim Rd, near Aguada Fort, Sinquerim, Candolim, Goa 403515, India",4.5,492.0,ChIJTyDobA_BvzsRqBnIYAKyKVo,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.4939002,73.7819478,,,"['fort', 'historical', 'religious']"
St. Diogo's Church,"Sangolda, Goa 403510, India",4.5,449.0,ChIJqSzzbY_qvzsRHhDqLOqL2iY,"church, place_of_worship, point_of_interest, establishment",Bardez (Mapusa),15.5614189,73.8034299,,,"['historical', 'religious']"
Chapel of St. Francis Xavier,"GW29+8M5, Old Goa, Goa 403402, India",4.5,340.0,ChIJL5VuzY--vzsRomHlFP3bsyI,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5007503,73.9192267,,,"['historical', 'religious']"
Galeria de Arte da Basílica do Bom Jesus,"GW26+7GW, National Hwy 4A Bypass Rd, Old Goa, Goa 403402, India",4.5,329.0,ChIJW5wLvPK-vzsRcm-uEwdR0EI,"art_gallery, point_of_interest, establishment",Salcete (Margao),15.5008576,73.9113513,,,"['historical', 'religious']"
Chapora mangroves kayaking,"MR2C+94R, Chikhli, Kolval, Goa 403513, India",4.5,255.0,ChIJd6DGs6DtvzsROx2-Sy8BmTg,"tourist_attraction, point_of_interest, establishment,nature,adventure",Pernem,15.6509894,73.8202621,,,"['adventure', 'nature']"
Strawberry Plantation,"26RX+XRM, Verlen, Goa 403704, India",4.5,191.0,ChIJpz2-MCT4vjsRIj_1cnk3YWE,"tourist_attraction, point_of_interest, establishment",Sanguem,15.0424651,74.2495537,,,"['food', 'nature']"
Estátua de Jesus,"GW37+J6H, Old Goa, Goa 403402, India",4.5,144.0,ChIJUW7ot4y-vzsROtZKFppwIhI,"point_of_interest, establishment",Salcete (Margao),15.504073,73.9131182,,,['historical']
Chorlagundi Waterfalls || Karnataka,"M45G+J2, Sada",4.5,140.0,ChIJKR7eRVmfvzsRBB_fqZZ58sc,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.65909,74.125062,,,['nature']
Church of Our Lady of the Rosary,"GW23+PX9, Old Goa, Goa 403402, India",4.5,127.0,ChIJ89dPoPG-vzsRpKOATjYJRvE,"church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.501778,73.9049807,,,"['historical', 'religious']"
Panjim Promenade,"GR2C+5HF, Panaji, Goa 403001, India",4.5,110.0,ChIJYWDu3a_BvzsRTkbgNEhUCAw,"park, point_of_interest, establishment",Tiswadi (Panaji),15.5004277,73.8214165,,,['nature']
"São Pedro Church, Goa","GV2W+4VH, Old Goa, Baingini, Goa 403402, India",4.5,91.0,ChIJ624yk_q-vzsRS1inwISMJ4Y,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Tiswadi (Panaji),15.5002292,73.8972411,,,"['historical', 'religious']"
Ustem Dam,"H654+CH5, nagargoan dhave,ustem toad",4.5,72.0,ChIJZ-amTOGhvzsRAZtAXuBPtok,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.5585012,74.2064777,,,['nature']
Dudhsagar Watchtower,"8857+H9Q, Sonauli",4.5,59.0,ChIJCSnWIz8DvzsR5eMWjTFqWYI,"tourist_attraction, point_of_interest, establishment",Quepem,15.309264,74.3130526,,,['historical']
Church and Convent of St. John of God,"Monte Santo, Old Goa, Goa 403402, India",4.5,56.0,ChIJWbMUFfK-vzsRxQGL0-uPxFM,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5007488,73.9078115,,,"['historical', 'religious']"
Satrem Waterfall,"J69F+V9M, Satre, Goa 403506, India",4.5,56.0,ChIJ27uqrn51vzsR9IHdShl_0GM,"tourist_attraction, point_of_interest, establishment",Sattari (Valpoi),15.619711,74.223431,,,['nature']
Banastari Wetlands,"FXR3+2W5, Corlim, Goa 403110, India",4.5,55.0,ChIJbRhRSBO9vzsRqw0iLXI2QQ8,"tourist_attraction, park, point_of_interest, establishment, wetland, bird watching, scenic, relaxation, peaceful",Sattari (Valpoi),15.4900225,73.9548583,,,"['nature', 'peaceful', 'relaxation', 'scenic']"
Bhupar waterfall,"342J+242, Gaundongren, Goa 403702, India",4.5,45.0,ChIJk_ptmkdXvjsRUtzKIBsmquc,"tourist_attraction, point_of_interest, establishment",Sanguem,15.0505185,74.1302594,,,['nature']
Khareban Sunset & Fishing Point,"PQGP+3J, Pernem, Pernam Municipal Area, Goa 403512, India",4.5,45.0,ChIJf6_1wj_tvzsRsCAWdsRpk_Y,"tourist_attraction, park, point_of_interest, establishment",Pernem,15.7251585,73.7865024,,,"['nature', 'photography']"
Aguada fort photoshoot point,"FQRF+QJR, Aguada Fort Area, Candolim, Goa 403515, India",4.5,32.0,ChIJayK1XwDBvzsROqDbHKhn5u0,"tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.4916926,73.7739531,,,"['fort', 'historical', 'photography']"
Srushti Farm,"H.no. 95, 2, Nagargaon Rd, Valpoy, Ambede, Goa 403506, India",4.5,32.0,ChIJHXSjoe-hvzsRnGESxpQr2dM,"campground, park, lodging, point_of_interest, food, store, establishment",Sattari (Valpoi),15.5620309,74.1539143,,,"['food', 'nature', 'shopping']"
SuryaPrabha (सूर्यप्रभा) Top View Point,"PWWP+RXG, Banda - Dodamarg Road, Banda",4.5,18.0,ChIJodvw02OPvzsRqQN4TTfSNvw,"tourist_attraction, point_of_interest, establishment",Pernem,15.7470574,73.9374502,,,"['nature', 'scenic']"
Udear Waterfall,"8WXW+5F5 Udear Springs Waterfall, Verna, Lotli, Goa 403722, India",4.5,16.0,ChIJn4KOSACxvzsR6x_-SDeft1A,"tourist_attraction, point_of_interest, establishment",Dharbandora,15.347957,73.946223,,,['nature']
Gokuldem Waterfall,"Barsen, Gokole, Goa 403703, India",4.5,14.0,ChIJcY7l1PJRvjsRkuzob7cwb_I,"park, point_of_interest, establishment, relaxation",Canacona,15.067987,74.0759749,,,"['nature', 'nightlife', 'relaxation']"
Rivona Small Dam,"5439+J7H, Rivona",4.5,11.0,ChIJcb9OYkNTvjsRnTLtSenPZQg,"tourist_attraction, point_of_interest, establishment",Canacona,15.1540738,74.1182468,,,"['nature', 'shopping']"
Badsarem hills,"25W5+HV8, Gaundongren, Goa 403702, India",4.5,6.0,ChIJs4_3_UlXvjsRKdM7oywQCSA,"park, point_of_interest, establishment",Sanguem,15.0464227,74.1597144,,,['nature']
Narve-Tikhazan Marsh (Birdwatching),"HW36+GVC, Narva, Maem, Goa 403504, India",4.5,4.0,ChIJVboGXea_vzsRbF6l5TBDG7Q,"park, point_of_interest, establishment",Sattari (Valpoi),15.5538125,73.9121406,,,['nature']
Bhagwan mahavir national park,"96VQ+9C8, NH748, Mollem, Goa 403410, India",4.5,4.0,ChIJ2yBY5zIHvzsRieP4sYsmZEQ,"park, point_of_interest, establishment",Sanguem,15.3934028,74.2385878,,,['nature']
Spice Plant Forest,"F227+FF, Keri",4.5,2.0,ChIJI3qDYQC7vzsRdn7tvSCwJrw,"tourist_attraction, point_of_interest, establishment",Ponda,15.4511875,74.0136875,,,"['food', 'nature']"
Cabo de Rama Fort,"3WQC+GJ8, Taluka Cabo da Rama, Canacona, Goa 403702, India",4.4,15290.0,ChIJy1w3MFFJvjsRW9cTbAchLdw,"tourist_attraction, point_of_interest, establishment,fort,historical",Canacona,15.0887849,73.9215933,,,"['fort', 'historical']"
Archaeological Survey of India,"GW36+79H, Old Goa, Goa 403402, India",4.4,11103.0,ChIJk8ZOOfO-vzsRKrPdHNmlgSE,"museum, point_of_interest, establishment",Salcete (Margao),15.5031845,73.9109878,,,['historical']
Reis Magos Fort,"Nerul - Reis Margos Rd, beside three kings church, Bardez, Verem, Nerul, Goa 403109, India",4.4,11097.0,ChIJYeGT3PDAvzsRS8Ckp0KjgGs,"point_of_interest, establishment,fort,historical",Tiswadi (Panaji),15.4964204,73.8091839,,,"['fort', 'historical', 'nightlife', 'religious']"
Mae De Deus Church,"GQWP+R47, Chogm Rd, Muddavaddi, Saligao, Goa 403511, India",4.4,3887.0,ChIJFbog2NfBvzsRlZ2Ry-UD8g0,"tourist_attraction, church, place_of_worship, point_of_interest, establishment,religious,historical",Bardez (Mapusa),15.5470308,73.7853113,,,"['historical', 'religious']"
Thunder world Goa Amusement Parks,"Road, Vegas Vaddo Rd, nr. St. Joseph School Road, Nagva, Arpora, Goa 403516, India",4.4,2146.0,ChIJs_yJ2ljrvzsRwK8iiy9B2Uc,"amusement_park, tourist_attraction, point_of_interest, establishment",Bardez (Mapusa),15.5613477,73.7703529,,,['nature']
Chhatrapati Shivaji Maharaj Fort छत्रपती शिवाजीचो किल्लो,"CX7Q+3MV, Donshiwado, Bandoda, Bandiwada, Goa 403401, India",4.4,1652.0,ChIJnVBfyvC6vzsRA1Clf2FdZ5E,"tourist_attraction, point_of_interest, establishment",Ponda,15.4127367,73.9891712,,,"['fort', 'historical']"
"Viceroys Arch, Goa","Old Goa, Goa 403402, India",4.4,1143.0,ChIJrRLnXou-vzsRTmy-Yn5wi5A,"tourist_attraction, point_of_interest, establishment,historical",Salcete (Margao),15.5057585,73.9137064,,,['historical']
Church of Our Lady of Grace,"Old Goa, Goa 403402, India",4.4,1139.0,ChIJxapT8fG-vzsRv5zxNSl-WWI,"church, place_of_worship, point_of_interest, establishment",Salcete (Margao),15.5002453,73.9061058,,,"['historical', 'religious']"
Bamanbudo Waterfall,"3565+2RC, MDR34, Gaundongren, Goa 403704, India",4.4,1121.0,ChIJ6xFV8hFXvjsRKITFFevXu9A,"tourist_attraction, point_of_interest, establishment,waterfall",Sanguem,15.0600515,74.1595025,,,['nature']
Palácio do Deão,"Church, Opposite Holy Cross, Quepem, Goa 403705, India",4.4,730.0,ChIJ2ZYd-yitvzsRyJPT1dp816c,"tourist_attraction, restaurant, food, museum, point_of_interest, establishment",Quepem,15.2135835,74.0736286,,,"['food', 'historical', 'religious']"
Buttress Of The Church Of Santa Monica,"GW24+9VR, Convent of Santa Monica,, Old Goa, Goa 403402, India",4.4,552.0,ChIJT-kKI_K-vzsRoSkEmd7AExU,"point_of_interest, establishment",Salcete (Margao),15.5009998,73.9071469,,,"['historical', 'religious']"
Museum Of Christian Art,"Monte Santo (Holy Hill, next to St. Augustine Tower, Old Goa, Goa 403402, India",4.4,437.0,ChIJAQAAAIO-vzsRAl-vdrBfS3U,"museum, tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.5011002,73.9069769,,,['historical']
St. Estevam Fort,"St Estevam, Jua, St Estevam Island, Goa 403106, India",4.4,399.0,ChIJq6pa8MG9vzsR7Ku-9sMcN1U,"tourist_attraction, point_of_interest, establishment",Ponda,15.5360191,73.9543531,,,"['fort', 'historical']"
Dudhsagar Waterfall Trip - Goa,"Dudhsagar falls, Kolem, Goa 403410, India",4.4,256.0,ChIJo-qKFB7qvzsRoiU9cAzy4Qw,"tourist_attraction, point_of_interest, establishment",Sanguem,15.3379486,74.2462197,,,['nature']
Rachol Historical Fort Gate,"Fr. Agnelo Rd, Rachol, Goa 403719, India",4.4,253.0,ChIJL8W_HpSxvzsRaq2Kt6ZU8x4,"tourist_attraction, point_of_interest, establishment",Salcete (Margao),15.3085464,74.000897,,,"['fort', 'historical']"
The Cross Of Basilica Bom Jesus,"GW26+9V7 Bom Jesus church, Ella, Old Goa, Goa 403402, India",4.4,252.0,ChIJw8S7tfK-vzsR5NDN4VhVNjg,"landmark, point_of_interest, establishment",Salcete (Margao),15.5009092,73.9121616,,,"['historical', 'religious']"
BHAGWAN MAHAVIR BAL VIHAR PARK,"FRX9+2G7, Panaji, Goa 403001, India",4.4,240.0,ChIJBdmCsYzAvzsRJbTtxyeQM1A,"park, tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.4975409,73.8187902,,,['nature']
Anjuna sand Beach,"4241a, Calangute - Arpora Rd, Agar Vaddo, Prabhu wada, Calangute, Anjuna, Goa 403509, India",4.4,236.0,ChIJM8kiU6rrvzsRBj870doD4-E,"point_of_interest, establishment,beach,nature,nightlife",Pernem,15.5724968,73.7413421,,,"['beaches', 'nature', 'nightlife']"
Fort Aguda Beach Resort,"Umtta Vaddo, Calangute, Goa 403516, India",4.4,198.0,ChIJv6ZPU-LBvzsReAh985eXiYE,"lodging, point_of_interest, establishment",Bardez (Mapusa),15.5426013,73.762876,,,"['beaches', 'fort', 'historical']"
Forte de Tiracol,"PMCM+X4, Querim, Goa 403524, India",4.4,170.0,ChIJgWvbrUvxvzsRcF-cwddaVZo,"point_of_interest, establishment",Bardez (Mapusa),15.7213968,73.6865637,,,"['fort', 'historical']"
Aguada View Point,"FQVM+953, Aguada Fort Area, Candolim, Goa 403515, India",4.4,168.0,ChIJSUuhlzHBvzsRzFgI7YQUpCU,"tourist_attraction, point_of_interest, establishment",Tiswadi (Panaji),15.493377,73.782929,,,"['fort', 'historical', 'scenic']"
Anjunem Dam,"Anjunem Dam, Ghonteli, Gulle, Goa 403506, India",4.4,167.0,ChIJwzyVywKZvzsRudibcMiJqo0,"tourist_attraction, point_of_interest, establishment",Bicholim,15.6168114,74.088487,,,['nature']
Migratory Birds Area,"GVH5+F34, Salvador du Mundu, Goa 403101, India",4.4,166.0,ChIJ6UsCPJO_vzsRqu260Ym9L1o,"park, point_of_interest, establishment, wetland, bird watching, scenic, photography, peaceful",Sattari (Valpoi),15.528638,73.857701,,,"['nature', 'peaceful', 'photography', 'scenic']"
